mean_fit_time,std_fit_time,mean_score_time,std_score_time,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,mean_test_score,std_test_score
5.14,1.793,0.218,0.089,0.256,3,1872,0.054,0.001,0.121,0.03
4.573,0.078,0.188,0.013,0.283,3,1964,0.892,0.001,0.11,0.018
3.059,0.054,0.103,0.007,0.228,2,1738,0.003,0.0,0.107,0.044
3.462,0.06,0.116,0.008,0.284,2,1952,0.001,0.012,0.106,0.038
3.319,0.058,0.109,0.008,0.3,2,1851,0.287,0.007,0.106,0.043
2.573,0.042,0.088,0.006,0.259,2,1447,0.002,0.011,0.105,0.042
3.871,0.055,0.179,0.012,0.231,3,1826,0.0,5.868,0.105,0.042
2.786,0.051,0.094,0.006,0.234,2,1567,0.243,0.003,0.105,0.036
7.21,0.084,0.572,0.033,0.29,8,1674,0.004,0.0,0.104,0.045
1.896,0.022,0.067,0.004,0.265,2,1054,0.009,0.877,0.104,0.036
3.87,0.054,0.164,0.011,0.215,3,1705,0.873,0.001,0.103,0.03
2.901,0.019,0.097,0.006,0.251,2,1625,0.004,0.003,0.103,0.043
3.246,0.046,0.11,0.007,0.205,2,1845,0.047,0.098,0.102,0.044
1.973,0.035,0.068,0.004,0.303,2,1095,0.0,0.023,0.102,0.043
4.133,0.063,0.313,0.02,0.291,8,920,0.0,0.011,0.102,0.038
2.411,0.852,0.108,0.04,0.243,3,883,0.3,0.004,0.102,0.047
2.395,0.041,0.121,0.008,0.241,4,905,0.452,5.868,0.102,0.026
1.805,0.025,0.064,0.004,0.254,2,1013,0.02,0.0,0.1,0.034
3.93,1.324,0.135,0.055,0.287,2,1833,0.0,0.625,0.1,0.042
4.92,1.647,0.217,0.085,0.305,3,1885,0.001,6.536,0.1,0.018
4.132,0.068,0.21,0.015,0.209,4,1578,0.215,9.057,0.1,0.016
3.468,0.029,0.159,0.01,0.171,3,1658,0.006,5.825,0.1,0.035
6.966,2.297,0.564,0.175,0.266,9,1223,0.001,0.354,0.099,0.046
3.807,1.239,0.206,0.076,0.119,4,1078,0.0,6.801,0.099,0.032
3.48,1.179,0.151,0.061,0.252,3,1284,0.578,0.002,0.098,0.032
2.671,0.036,0.117,0.007,0.233,3,1211,0.04,0.101,0.098,0.029
3.485,0.051,0.152,0.009,0.127,3,1576,1.426,0.195,0.098,0.044
3.389,0.05,0.178,0.013,0.191,4,1311,0.008,5.016,0.098,0.029
2.444,0.186,0.08,0.005,0.238,2,1338,0.002,0.003,0.098,0.043
3.986,1.413,0.132,0.038,0.154,2,1868,0.0,0.0,0.098,0.042
1.834,0.024,0.064,0.004,0.269,2,1015,0.003,0.0,0.098,0.033
2.941,0.049,0.1,0.007,0.229,2,1671,0.272,0.001,0.098,0.043
2.978,1.019,0.106,0.046,0.215,2,1398,0.001,0.001,0.097,0.046
5.859,2.033,0.231,0.088,0.157,3,1997,0.001,6.738,0.097,0.032
6.189,2.097,0.294,0.102,0.284,4,1850,0.141,1.56,0.097,0.015
1.925,0.645,0.075,0.029,0.278,2,757,0.007,0.139,0.097,0.037
2.211,0.029,0.076,0.004,0.183,2,1260,0.0,0.016,0.097,0.034
3.826,0.065,0.165,0.01,0.221,3,1716,0.284,2.208,0.097,0.03
3.071,0.05,0.106,0.008,0.167,2,1770,0.038,0.595,0.096,0.036
2.726,0.961,0.125,0.043,0.258,3,878,0.108,2.856,0.096,0.047
4.908,1.832,0.21,0.071,0.298,3,1804,0.0,0.192,0.096,0.004
4.655,1.639,0.161,0.063,0.19,2,1879,0.542,0.098,0.096,0.046
4.108,0.06,0.176,0.01,0.197,3,1848,1.792,0.522,0.095,0.024
2.432,0.047,0.126,0.007,0.198,4,945,0.007,4.563,0.095,0.026
3.967,1.29,0.165,0.052,0.262,3,1450,2.019,0.011,0.095,0.02
2.171,0.024,0.1,0.006,0.184,3,966,0.311,0.001,0.095,0.043
2.369,0.798,0.086,0.037,0.249,2,1109,0.003,0.007,0.095,0.04
4.67,0.062,0.229,0.017,0.272,4,1706,0.036,0.032,0.095,0.018
3.33,0.053,0.142,0.009,0.174,3,1472,0.009,0.0,0.095,0.041
7.062,2.289,0.438,0.169,0.189,5,1637,0.0,11.367,0.094,0.013
2.479,0.042,0.113,0.008,0.147,3,1186,0.084,2.454,0.093,0.039
3.825,0.064,0.168,0.011,0.237,3,1783,0.007,3.836,0.093,0.025
3.122,0.047,0.16,0.011,0.239,4,1192,0.005,5.91,0.093,0.02
4.124,1.271,0.141,0.057,0.242,2,1906,3.934,0.176,0.093,0.038
2.651,0.033,0.091,0.006,0.155,2,1511,0.02,0.1,0.093,0.035
2.579,0.945,0.094,0.04,0.21,2,1011,0.004,0.048,0.093,0.04
3.766,0.055,0.167,0.01,0.154,3,1753,0.014,0.0,0.093,0.036
5.584,0.054,0.281,0.022,0.272,4,1990,0.834,9.178,0.093,0.01
5.511,1.94,0.268,0.077,0.267,4,1683,0.006,0.118,0.093,0.021
5.651,1.88,0.186,0.009,0.248,3,1932,0.0,0.0,0.093,0.016
1.755,0.637,0.067,0.031,0.196,2,796,0.001,0.059,0.093,0.025
1.221,0.019,0.046,0.003,0.211,2,664,0.004,0.003,0.092,0.026
2.212,0.713,0.08,0.026,0.182,2,1028,0.001,0.001,0.092,0.03
3.847,1.308,0.158,0.046,0.259,3,1398,0.511,0.001,0.092,0.027
2.976,0.949,0.159,0.065,0.126,4,982,0.002,7.433,0.091,0.025
1.68,0.608,0.079,0.029,0.234,3,512,1.652,5.976,0.091,0.044
5.12,0.063,0.258,0.02,0.103,4,1925,0.568,0.922,0.091,0.017
3.394,0.031,0.167,0.011,0.181,4,1241,1.127,0.703,0.091,0.02
1.747,0.031,0.08,0.005,0.205,3,806,0.006,0.66,0.091,0.042
6.011,2.082,0.313,0.12,0.151,4,1640,0.0,3.062,0.091,0.031
6.18,0.082,0.37,0.026,0.272,5,1974,0.001,0.002,0.091,0.013
3.083,0.048,0.146,0.009,0.254,4,1091,0.23,0.055,0.091,0.023
5.475,1.871,0.26,0.084,0.293,4,1617,0.173,1.219,0.09,0.014
7.081,2.445,0.552,0.147,0.27,8,1370,0.0,0.048,0.09,0.019
1.53,0.027,0.055,0.003,0.181,2,850,0.001,0.0,0.09,0.026
4.508,0.062,0.223,0.017,0.307,4,1661,0.0,0.078,0.09,0.017
4.47,0.048,0.22,0.016,0.229,4,1622,0.006,0.0,0.09,0.013
3.798,0.087,0.298,0.019,0.303,9,788,0.0,0.072,0.09,0.047
2.881,0.031,0.124,0.01,0.185,3,1302,0.266,0.0,0.09,0.044
4.82,1.61,0.218,0.068,0.19,3,1921,0.087,8.757,0.09,0.027
5.119,1.709,0.254,0.082,0.203,4,1575,1.366,5.846,0.09,0.015
4.227,1.483,0.148,0.065,0.136,2,1685,1.002,0.201,0.09,0.035
1.485,0.03,0.053,0.003,0.212,2,826,0.001,0.099,0.09,0.031
2.367,0.034,0.117,0.008,0.149,4,882,0.474,0.03,0.089,0.031
2.847,0.056,0.12,0.01,0.309,3,1240,0.144,0.0,0.089,0.018
2.207,0.024,0.1,0.007,0.129,3,1053,0.014,0.105,0.089,0.045
4.264,0.064,0.216,0.016,0.275,4,1621,0.007,7.577,0.089,0.01
3.303,0.055,0.15,0.009,0.111,3,1558,0.019,0.001,0.089,0.047
3.562,0.026,0.181,0.013,0.153,4,1346,0.279,1.67,0.089,0.028
2.955,0.045,0.101,0.005,0.131,2,1696,0.946,0.131,0.089,0.04
4.259,0.064,0.178,0.013,0.272,3,1881,0.207,0.49,0.089,0.02
6.297,2.012,0.295,0.115,0.22,4,1802,0.001,0.0,0.089,0.021
4.22,1.255,0.236,0.075,0.247,4,1247,0.0,23.232,0.089,0.018
1.514,0.549,0.058,0.022,0.263,2,678,0.102,0.016,0.089,0.035
5.134,1.692,0.321,0.134,0.305,8,831,0.289,1.377,0.088,0.038
2.627,0.855,0.134,0.057,0.27,4,808,0.0,0.022,0.088,0.025
5.801,1.986,0.287,0.098,0.153,4,1763,0.708,1.245,0.088,0.02
3.278,1.169,0.161,0.06,0.261,4,872,0.135,11.081,0.088,0.018
4.45,0.062,0.221,0.015,0.144,4,1612,0.474,0.029,0.088,0.021
1.882,0.016,0.083,0.006,0.299,3,838,0.0,0.002,0.088,0.032
2.828,0.038,0.13,0.008,0.086,3,1385,0.002,2.462,0.088,0.055
1.241,0.021,0.047,0.003,0.273,2,670,0.025,0.0,0.088,0.046
5.1,1.748,0.249,0.082,0.284,4,1569,0.002,1.164,0.087,0.009
1.456,0.027,0.067,0.004,0.27,3,652,0.01,0.976,0.087,0.046
2.295,0.024,0.102,0.007,0.221,3,1053,0.001,0.055,0.087,0.038
2.267,0.036,0.079,0.005,0.131,2,1303,0.003,0.058,0.087,0.025
3.122,0.053,0.101,0.007,0.266,2,1667,5.54,0.598,0.087,0.045
1.319,0.03,0.061,0.003,0.283,3,588,0.001,0.003,0.087,0.061
5.289,1.805,0.233,0.073,0.264,3,1732,3.799,17.96,0.087,0.016
2.389,0.028,0.108,0.008,0.113,3,1141,0.008,0.194,0.087,0.055
4.897,0.046,0.242,0.016,0.274,4,1754,0.024,0.006,0.087,0.01
6.221,2.292,0.26,0.083,0.294,4,1707,1.187,1.346,0.087,0.013
3.986,0.056,0.213,0.013,0.043,4,1583,0.0,3.193,0.086,0.039
2.298,0.028,0.102,0.006,0.238,3,1043,0.009,0.337,0.086,0.019
3.253,1.107,0.168,0.029,0.276,5,820,0.001,0.483,0.086,0.011
3.375,1.118,0.153,0.059,0.241,3,1298,0.04,2.929,0.086,0.035
6.014,1.915,0.317,0.116,0.269,4,1905,0.003,58.104,0.086,0.01
3.381,0.17,0.111,0.007,0.139,2,1839,1.665,0.001,0.086,0.041
1.585,0.022,0.073,0.005,0.166,3,723,0.001,4.894,0.086,0.049
2.959,0.041,0.136,0.009,0.083,3,1405,0.152,0.033,0.086,0.046
3.679,0.033,0.206,0.014,0.266,5,1102,0.194,5.533,0.086,0.022
5.931,1.986,0.298,0.088,0.152,4,1823,0.001,0.0,0.085,0.016
5.204,0.182,0.296,0.018,0.256,5,1588,0.0,0.0,0.085,0.009
2.833,0.944,0.142,0.058,0.189,4,865,1.032,0.004,0.085,0.02
1.663,0.556,0.061,0.023,0.185,2,742,0.0,0.0,0.085,0.028
3.614,1.252,0.177,0.06,0.219,4,1085,0.197,0.003,0.085,0.017
2.363,0.049,0.104,0.007,0.139,3,1087,0.595,0.034,0.085,0.06
3.849,1.367,0.198,0.078,0.2,4,1025,0.043,0.001,0.085,0.018
1.967,0.034,0.089,0.006,0.205,3,915,0.005,1.848,0.085,0.03
4.458,0.073,0.259,0.018,0.261,5,1379,0.001,0.733,0.085,0.016
2.292,0.041,0.126,0.008,0.284,5,698,0.0,0.041,0.085,0.017
5.58,0.083,0.393,0.028,0.296,7,1320,0.012,0.425,0.085,0.02
1.234,0.061,0.045,0.003,0.257,2,649,0.0,0.071,0.085,0.036
6.731,2.324,0.4,0.105,0.186,5,1781,0.005,9.301,0.085,0.014
2.038,0.678,0.069,0.02,0.27,2,912,3.646,0.0,0.085,0.043
2.081,0.708,0.075,0.031,0.173,2,957,0.142,0.0,0.084,0.032
4.895,0.096,0.302,0.017,0.125,5,1556,0.039,9.772,0.084,0.019
2.812,0.109,0.101,0.005,0.269,9,1152,3.784,0.017,0.084,0.023
4.902,0.08,0.247,0.016,0.24,4,1824,0.0,0.131,0.084,0.01
5.502,0.082,0.327,0.024,0.184,5,1721,0.004,0.0,0.084,0.015
5.033,0.058,0.295,0.021,0.186,5,1561,0.002,38.402,0.084,0.023
3.636,1.246,0.192,0.077,0.192,4,1179,0.061,34.104,0.084,0.015
5.066,0.089,0.246,0.017,0.304,4,1821,0.035,0.001,0.084,0.013
4.405,0.097,0.313,0.018,0.266,7,1090,0.001,0.017,0.084,0.022
4.823,1.578,0.227,0.096,0.075,3,1900,0.101,0.006,0.083,0.054
3.22,0.029,0.167,0.011,0.095,4,1262,0.001,0.006,0.083,0.024
4.591,0.063,0.246,0.019,0.097,4,1840,0.014,8.506,0.083,0.026
3.633,1.203,0.284,0.092,0.295,9,612,0.0,0.0,0.083,0.026
5.952,2.125,0.3,0.117,0.25,4,1543,0.031,0.155,0.083,0.01
2.529,0.129,0.118,0.012,0.226,9,561,2.385,0.0,0.083,0.021
3.101,0.054,0.179,0.012,0.195,5,965,0.042,15.196,0.083,0.027
3.71,1.287,0.207,0.074,0.298,5,931,0.0,0.007,0.083,0.01
1.327,0.019,0.063,0.003,0.133,3,591,0.01,0.057,0.083,0.046
5.358,1.777,0.27,0.107,0.164,4,1662,0.0,0.063,0.083,0.019
6.349,0.09,0.361,0.022,0.307,5,1910,0.037,22.462,0.083,0.013
10.85,3.702,0.805,0.279,0.247,7,1953,0.0,0.187,0.082,0.015
3.806,1.267,0.18,0.076,0.123,3,1518,0.224,21.539,0.082,0.044
1.001,0.025,0.039,0.002,0.218,2,533,0.16,0.0,0.082,0.023
3.603,0.053,0.157,0.011,0.208,3,1648,0.005,0.016,0.082,0.023
6.816,2.073,0.573,0.207,0.246,9,1230,0.004,0.0,0.082,0.021
3.131,1.131,0.149,0.062,0.093,3,1044,0.001,0.008,0.082,0.062
8.41,2.932,0.469,0.104,0.175,5,1901,0.0,4.869,0.082,0.021
4.71,1.546,0.265,0.112,0.089,5,1145,3.099,0.458,0.082,0.028
2.11,0.03,0.094,0.006,0.205,3,956,0.305,0.912,0.082,0.036
9.455,3.16,0.665,0.264,0.295,7,1910,0.025,0.02,0.082,0.018
3.142,0.03,0.154,0.01,0.198,4,1136,1.061,0.076,0.082,0.019
4.33,0.085,0.232,0.015,0.219,5,1253,0.222,0.121,0.081,0.021
2.544,0.048,0.112,0.008,0.171,3,1166,0.08,0.002,0.081,0.038
4.814,1.721,0.268,0.099,0.2,5,1021,0.681,25.417,0.081,0.014
2.896,0.051,0.122,0.007,0.246,3,1266,0.331,0.001,0.081,0.018
4.189,0.067,0.194,0.011,0.168,3,1999,0.027,73.249,0.081,0.038
2.712,0.041,0.089,0.004,0.21,2,1488,5.866,0.086,0.081,0.043
6.328,0.12,0.328,0.021,0.29,5,1899,0.204,0.381,0.081,0.021
6.628,0.238,0.409,0.018,0.231,7,1518,0.111,0.004,0.081,0.019
1.43,0.029,0.053,0.003,0.204,2,793,0.0,4.698,0.081,0.028
3.728,1.336,0.214,0.091,0.219,8,547,0.622,0.002,0.081,0.019
5.817,1.948,0.419,0.128,0.257,8,1043,0.024,0.001,0.081,0.024
3.654,0.048,0.184,0.011,0.218,4,1357,0.009,0.001,0.081,0.014
2.507,0.885,0.105,0.034,0.303,3,755,4.767,4.947,0.081,0.038
4.168,0.1,0.22,0.019,0.243,5,1192,0.976,1.762,0.08,0.025
3.262,0.047,0.16,0.011,0.297,4,1188,0.007,0.002,0.08,0.014
4.731,0.061,0.273,0.016,0.248,5,1484,0.0,0.0,0.08,0.011
5.405,1.789,0.315,0.124,0.147,5,1409,0.018,0.056,0.08,0.028
3.122,1.126,0.176,0.071,0.188,5,670,0.013,25.345,0.08,0.015
3.381,0.178,0.134,0.011,0.203,5,1629,2.868,0.014,0.08,0.022
5.49,1.647,0.279,0.105,0.28,7,1571,0.248,0.072,0.08,0.021
6.72,0.061,0.372,0.023,0.262,5,1988,0.074,0.115,0.08,0.011
6.702,0.075,0.444,0.029,0.232,6,1870,0.001,0.131,0.08,0.018
5.067,0.061,0.264,0.018,0.042,4,1953,1.682,0.022,0.08,0.018
3.087,0.968,0.183,0.071,0.255,5,695,0.0,15.408,0.08,0.014
9.083,3.209,0.726,0.202,0.175,8,1753,0.0,0.0,0.08,0.019
5.28,1.751,0.244,0.099,0.242,7,1635,0.466,0.009,0.08,0.029
2.226,0.043,0.096,0.009,0.292,6,780,2.506,0.012,0.08,0.012
1.413,0.02,0.052,0.003,0.166,2,771,0.529,0.104,0.079,0.027
4.713,1.513,0.308,0.117,0.275,7,885,0.05,0.002,0.079,0.025
4.691,0.039,0.232,0.015,0.118,4,1703,0.324,0.006,0.079,0.018
2.24,0.111,0.122,0.008,0.279,5,673,0.003,2.465,0.079,0.009
9.521,3.391,0.654,0.176,0.265,7,1971,0.009,0.057,0.079,0.025
2.728,0.046,0.19,0.011,0.295,8,557,0.001,0.096,0.079,0.016
3.239,1.007,0.161,0.065,0.297,4,981,0.002,0.161,0.079,0.015
3.745,0.036,0.182,0.014,0.267,4,1340,3.102,33.663,0.079,0.022
5.173,1.715,0.318,0.137,0.099,5,1396,0.009,14.467,0.079,0.021
6.087,2.119,0.316,0.115,0.121,4,1634,0.002,0.276,0.079,0.017
3.589,0.173,0.196,0.013,0.267,5,1050,0.123,7.608,0.079,0.018
4.557,0.699,0.262,0.018,0.27,6,1125,0.008,0.713,0.079,0.02
7.573,2.42,0.613,0.25,0.195,8,1484,0.0,0.037,0.079,0.015
5.579,0.097,0.442,0.025,0.179,8,1262,0.0,0.002,0.079,0.018
4.074,1.409,0.221,0.086,0.087,4,1146,0.025,25.6,0.079,0.044
2.017,0.677,0.09,0.035,0.288,3,738,2.73,2.664,0.079,0.025
2.88,0.044,0.129,0.008,0.28,3,1359,0.038,71.668,0.079,0.033
1.683,0.574,0.059,0.014,0.179,2,749,0.006,0.005,0.079,0.029
2.973,0.052,0.165,0.011,0.249,5,907,0.01,0.001,0.079,0.016
5.286,1.836,0.301,0.086,0.181,5,1363,0.0,0.476,0.079,0.019
3.341,0.051,0.192,0.012,0.239,5,1039,0.001,1.253,0.078,0.012
5.763,2.055,0.266,0.102,0.06,3,1984,0.07,0.638,0.078,0.055
4.553,1.552,0.175,0.078,0.162,5,1861,3.948,0.0,0.078,0.022
4.733,1.58,0.247,0.032,0.087,5,1270,0.005,7.251,0.078,0.035
5.31,1.726,0.325,0.112,0.025,5,1414,0.005,3.071,0.078,0.024
6.358,0.12,0.417,0.029,0.217,7,1172,0.001,59.472,0.078,0.024
7.128,2.624,0.403,0.13,0.263,8,1752,0.135,0.075,0.078,0.019
3.241,1.094,0.116,0.055,0.242,2,1508,1.078,34.198,0.078,0.038
2.824,0.051,0.108,0.013,0.15,4,1389,6.619,10.45,0.078,0.013
3.851,0.125,0.162,0.014,0.292,5,1633,0.885,0.0,0.078,0.02
2.505,0.052,0.114,0.008,0.07,3,1199,0.154,0.068,0.078,0.05
3.689,0.054,0.199,0.014,0.096,4,1498,0.006,3.295,0.078,0.029
2.328,0.034,0.082,0.006,0.098,2,1329,0.011,0.249,0.078,0.026
4.177,0.04,0.24,0.016,0.136,5,1300,0.011,0.048,0.078,0.017
5.745,2.17,0.257,0.103,0.275,5,1624,0.693,0.0,0.078,0.023
2.454,0.037,0.135,0.008,0.192,5,735,0.0,0.001,0.078,0.009
6.08,2.113,0.311,0.102,0.118,4,1925,0.001,0.054,0.078,0.016
2.867,0.065,0.172,0.012,0.296,6,737,0.001,2.287,0.077,0.017
4.433,1.54,0.235,0.1,0.297,5,1090,1.043,2.089,0.077,0.017
5.8,0.088,0.343,0.021,0.125,5,1809,0.001,0.0,0.077,0.02
6.451,2.261,0.358,0.13,0.214,5,1377,0.058,0.63,0.077,0.013
3.762,1.244,0.191,0.075,0.141,4,1175,0.004,0.0,0.077,0.024
4.711,1.52,0.214,0.08,0.104,3,1876,0.005,0.0,0.077,0.033
5.926,0.09,0.409,0.027,0.259,7,1401,0.032,0.001,0.077,0.018
10.473,3.534,0.789,0.27,0.267,7,1906,0.003,0.028,0.077,0.017
8.692,2.866,0.673,0.136,0.115,9,1516,0.0,0.046,0.077,0.014
6.479,0.124,0.502,0.027,0.25,8,1352,0.0,2.375,0.077,0.021
1.589,0.019,0.074,0.005,0.104,3,744,0.0,0.044,0.077,0.046
3.182,1.173,0.155,0.061,0.301,4,809,0.005,0.005,0.077,0.011
3.779,0.262,0.182,0.014,0.159,4,1360,0.077,0.384,0.077,0.017
8.727,3.097,0.658,0.224,0.289,9,1328,0.005,0.127,0.077,0.02
3.518,1.282,0.177,0.055,0.055,4,1098,1.515,0.004,0.077,0.034
4.809,0.05,0.333,0.023,0.262,7,1176,0.0,0.306,0.077,0.027
2.275,0.034,0.117,0.008,0.162,4,892,0.0,1.337,0.077,0.024
3.638,1.174,0.131,0.058,0.068,2,1752,0.01,0.0,0.077,0.025
4.377,1.471,0.241,0.077,0.268,5,1099,0.015,0.001,0.077,0.014
