mean_fit_time,std_fit_time,mean_score_time,std_score_time,C,class_weight,max_iter,penalty,mean_test_score,std_test_score
0.615,0.061,0.014,0.001,0.009,,7622,,0.35,0.053
0.646,0.063,0.014,0.001,0.001,,9849,,0.35,0.053
0.656,0.063,0.013,0.001,0.001,,6088,,0.35,0.053
0.589,0.061,0.013,0.001,0.897,,5257,,0.35,0.053
0.649,0.059,0.014,0.002,0.847,,8116,,0.35,0.053
0.643,0.06,0.014,0.001,0.035,,8767,,0.35,0.053
0.648,0.064,0.014,0.001,0.367,,8049,,0.35,0.053
0.606,0.09,0.014,0.001,0.096,,6158,,0.35,0.053
0.624,0.11,0.013,0.001,1.848,,8781,,0.35,0.053
0.636,0.064,0.013,0.001,0.003,,5490,,0.35,0.053
0.601,0.075,0.014,0.002,0.033,,9896,,0.35,0.053
0.632,0.059,0.013,0.001,0.124,,6729,,0.35,0.053
0.606,0.074,0.013,0.001,0.007,,5316,,0.35,0.053
0.621,0.068,0.014,0.001,0.001,,6075,,0.35,0.053
0.647,0.065,0.014,0.001,15.375,,8929,,0.35,0.053
0.565,0.064,0.014,0.001,0.044,,5842,,0.35,0.053
0.609,0.061,0.014,0.001,0.564,,7025,,0.35,0.053
0.622,0.116,0.014,0.001,0.001,,8490,,0.35,0.053
0.598,0.061,0.014,0.002,0.138,,9769,,0.35,0.053
0.649,0.066,0.014,0.001,0.001,,6055,,0.35,0.053
0.689,0.03,0.014,0.001,0.001,,6982,,0.35,0.053
0.598,0.048,0.014,0.002,0.0,,5881,,0.35,0.053
0.605,0.071,0.013,0.001,0.0,,5981,,0.35,0.053
0.625,0.06,0.013,0.001,0.007,,6669,,0.35,0.053
0.649,0.056,0.014,0.001,0.002,,5275,,0.35,0.053
0.614,0.087,0.014,0.002,75.602,,6286,,0.35,0.053
0.612,0.084,0.013,0.001,2.194,,6759,,0.35,0.053
0.612,0.061,0.013,0.001,4.834,,5767,,0.35,0.053
0.591,0.08,0.014,0.001,48.213,,9070,,0.35,0.053
0.656,0.059,0.014,0.001,2.628,,6407,,0.35,0.053
0.66,0.066,0.014,0.001,0.1,,8648,,0.35,0.053
0.624,0.082,0.013,0.001,2.664,,6160,,0.35,0.053
0.611,0.113,0.014,0.001,2.706,,8997,,0.35,0.053
0.609,0.073,0.014,0.001,0.282,,5047,,0.35,0.053
0.665,0.093,0.015,0.002,0.045,,5217,,0.35,0.053
0.716,0.112,0.014,0.001,14.038,,5197,,0.35,0.053
0.674,0.081,0.014,0.001,0.016,,8934,,0.35,0.053
0.694,0.071,0.016,0.005,0.0,,6821,,0.35,0.053
0.612,0.053,0.014,0.001,2.157,,8918,,0.35,0.053
0.673,0.061,0.014,0.002,0.002,,7674,,0.35,0.053
0.622,0.062,0.014,0.001,0.018,,7602,,0.35,0.053
0.64,0.057,0.014,0.002,0.003,,7426,,0.35,0.053
0.652,0.099,0.014,0.001,8.015,,9675,,0.35,0.053
0.601,0.076,0.014,0.001,0.001,,7484,,0.35,0.053
0.64,0.058,0.014,0.001,0.022,,9294,,0.35,0.053
0.603,0.083,0.013,0.002,0.0,,5412,,0.35,0.053
0.612,0.06,0.013,0.001,0.0,,5546,,0.35,0.053
0.648,0.061,0.013,0.001,0.647,,5752,,0.35,0.053
0.572,0.049,0.013,0.002,1.253,,9539,,0.35,0.053
0.645,0.058,0.014,0.002,0.498,,8883,,0.35,0.053
0.592,0.067,0.013,0.001,0.001,,9494,,0.35,0.053
0.656,0.059,0.015,0.001,0.002,,9307,,0.35,0.053
0.64,0.056,0.013,0.001,1.336,,8109,,0.35,0.053
0.618,0.082,0.014,0.001,5.391,,8139,,0.35,0.053
0.725,0.071,0.014,0.001,3.211,,6833,,0.35,0.053
0.64,0.056,0.014,0.001,0.002,,9750,,0.35,0.053
0.604,0.076,0.013,0.0,0.365,,8168,,0.35,0.053
0.631,0.06,0.014,0.001,0.152,,5604,,0.35,0.053
0.627,0.05,0.013,0.001,0.001,,7810,,0.35,0.053
0.599,0.065,0.013,0.001,0.001,,7170,,0.35,0.053
0.647,0.057,0.014,0.001,0.007,,8416,,0.35,0.053
0.608,0.075,0.014,0.001,0.973,,7902,,0.35,0.053
0.594,0.078,0.013,0.002,0.006,,5494,,0.35,0.053
0.678,0.062,0.014,0.001,1.253,,9197,,0.35,0.053
0.604,0.107,0.013,0.001,0.002,,7312,,0.35,0.053
0.638,0.059,0.013,0.001,0.0,,9520,,0.35,0.053
0.615,0.08,0.015,0.001,0.023,,5373,,0.35,0.053
0.69,0.095,0.014,0.002,0.001,,5813,,0.35,0.053
0.629,0.056,0.013,0.001,0.104,,6287,,0.35,0.053
0.612,0.092,0.014,0.002,0.503,,5772,,0.35,0.053
0.596,0.078,0.014,0.001,0.73,,6111,,0.35,0.053
0.61,0.063,0.014,0.002,0.032,,7374,,0.35,0.053
0.64,0.06,0.014,0.001,0.133,,5633,,0.35,0.053
0.601,0.059,0.014,0.001,0.001,,5838,,0.35,0.053
0.605,0.073,0.013,0.001,0.0,,7715,,0.35,0.053
0.615,0.098,0.015,0.002,5.592,,5481,,0.35,0.053
0.63,0.055,0.014,0.001,0.001,,6130,,0.35,0.053
0.725,0.121,0.014,0.001,1.304,,9911,,0.35,0.053
0.615,0.086,0.014,0.001,0.018,,9604,,0.35,0.053
0.619,0.055,0.013,0.001,56.681,,7571,,0.35,0.053
0.603,0.066,0.013,0.001,5.72,,8032,,0.35,0.053
0.613,0.098,0.014,0.001,0.123,,8495,,0.35,0.053
0.62,0.073,0.013,0.0,0.241,,7629,,0.35,0.053
0.607,0.054,0.018,0.001,0.002,,9874,,0.35,0.053
0.649,0.065,0.014,0.001,0.623,,5791,,0.35,0.053
0.664,0.105,0.013,0.001,0.93,,7731,,0.35,0.053
0.602,0.085,0.014,0.001,0.066,,5328,,0.35,0.053
0.616,0.071,0.018,0.001,0.023,,7681,,0.35,0.053
0.589,0.055,0.014,0.001,4.233,,8206,,0.35,0.053
0.66,0.069,0.014,0.001,0.004,,5031,,0.35,0.053
0.574,0.052,0.014,0.001,24.58,,5949,l2,0.35,0.053
0.534,0.039,0.015,0.002,7.783,,5812,l2,0.35,0.052
0.575,0.029,0.013,0.001,23.275,,9864,l2,0.35,0.052
0.532,0.074,0.014,0.002,17.546,,7572,l2,0.349,0.053
0.541,0.066,0.014,0.001,21.97,,9702,l2,0.349,0.052
0.536,0.106,0.013,0.001,50.942,,7493,l2,0.349,0.052
0.594,0.028,0.014,0.001,9.534,,6741,l2,0.349,0.053
0.605,0.04,0.014,0.001,7.284,,6674,l2,0.349,0.052
0.501,0.065,0.014,0.001,5.058,,5411,l2,0.349,0.053
0.604,0.038,0.014,0.001,42.594,,9416,l2,0.349,0.053
0.502,0.037,0.013,0.001,7.654,,9625,l2,0.349,0.053
0.547,0.055,0.015,0.002,2.405,,5084,l2,0.349,0.052
0.526,0.079,0.013,0.001,11.376,,9533,l2,0.349,0.052
0.558,0.093,0.013,0.001,2.41,,8498,l2,0.349,0.052
0.55,0.061,0.014,0.001,2.495,,5633,l2,0.349,0.052
0.561,0.036,0.015,0.003,2.579,,7963,l2,0.349,0.051
0.566,0.066,0.014,0.001,5.279,,7415,l2,0.349,0.05
0.698,0.126,0.014,0.001,3.811,,6685,l2,0.349,0.052
0.556,0.09,0.017,0.002,7.226,,8941,l2,0.349,0.052
0.543,0.032,0.013,0.001,2.134,,5903,l2,0.348,0.052
0.566,0.065,0.013,0.001,1.824,,8446,l2,0.348,0.052
0.569,0.052,0.014,0.001,2.319,,5064,l2,0.348,0.052
0.572,0.087,0.014,0.001,1.67,,7549,l2,0.348,0.052
0.55,0.033,0.013,0.002,1.131,,5787,l2,0.348,0.051
0.574,0.092,0.017,0.005,2.416,,7167,l2,0.348,0.053
0.57,0.048,0.014,0.001,1.695,,8792,l2,0.348,0.052
0.573,0.06,0.014,0.001,1.561,,6550,l2,0.348,0.052
0.515,0.091,0.013,0.0,1.619,,7342,l2,0.348,0.052
0.676,0.14,0.015,0.002,1.223,,9682,l2,0.348,0.052
0.534,0.058,0.014,0.001,1.274,,5963,l2,0.348,0.052
0.534,0.053,0.013,0.001,1.461,,6923,l2,0.347,0.052
0.579,0.028,0.014,0.001,1.076,,9797,l2,0.347,0.052
0.527,0.047,0.013,0.001,0.818,,7972,l2,0.347,0.049
0.499,0.024,0.014,0.001,0.599,,5869,l2,0.347,0.051
0.502,0.059,0.014,0.001,0.406,,9796,l2,0.346,0.051
0.434,0.075,0.013,0.001,0.383,,7783,l2,0.346,0.051
0.493,0.042,0.014,0.001,0.554,,5358,l2,0.345,0.051
0.493,0.066,0.014,0.001,0.335,,9646,l2,0.345,0.052
0.531,0.053,0.013,0.001,0.393,,9184,l2,0.345,0.05
0.458,0.059,0.013,0.001,0.293,,8844,l2,0.344,0.052
0.484,0.06,0.014,0.001,0.269,,6428,l2,0.344,0.051
0.425,0.047,0.013,0.001,0.265,,5411,l2,0.344,0.051
0.464,0.061,0.013,0.0,0.285,,6109,l2,0.343,0.051
0.494,0.046,0.014,0.001,0.253,,8843,l2,0.343,0.051
0.427,0.042,0.014,0.002,0.266,,8702,l2,0.343,0.051
0.451,0.031,0.014,0.001,0.16,,5768,l2,0.34,0.05
0.433,0.023,0.013,0.001,0.15,,5769,l2,0.338,0.051
0.424,0.05,0.013,0.001,0.141,,5045,l2,0.338,0.049
0.421,0.031,0.014,0.001,0.128,,5583,l2,0.337,0.05
0.409,0.04,0.014,0.001,0.121,,7838,l2,0.336,0.049
0.446,0.048,0.014,0.001,0.121,,9729,l2,0.336,0.049
0.406,0.034,0.015,0.001,0.107,,7469,l2,0.334,0.05
0.416,0.046,0.014,0.001,0.102,,7115,l2,0.333,0.05
0.392,0.07,0.013,0.001,0.099,,8331,l2,0.333,0.05
0.411,0.033,0.013,0.001,0.079,,7167,l2,0.329,0.05
0.385,0.044,0.013,0.0,0.073,,6037,l2,0.329,0.051
0.363,0.014,0.014,0.0,0.066,,6424,l2,0.328,0.051
0.367,0.054,0.014,0.002,0.065,,6114,l2,0.328,0.051
0.357,0.055,0.014,0.001,0.065,,9390,l2,0.327,0.051
0.349,0.038,0.013,0.001,0.056,,8453,l2,0.324,0.051
0.312,0.03,0.014,0.001,0.046,,5078,l2,0.323,0.051
0.343,0.03,0.014,0.001,0.041,,6829,l2,0.321,0.051
0.326,0.021,0.014,0.001,0.039,,6769,l2,0.32,0.051
0.313,0.029,0.012,0.001,0.04,,8186,l2,0.32,0.051
0.303,0.037,0.014,0.001,0.037,,6746,l2,0.319,0.051
0.325,0.033,0.014,0.001,0.033,,5892,l2,0.317,0.052
0.291,0.023,0.014,0.002,0.032,,6867,l2,0.316,0.052
0.329,0.03,0.013,0.0,0.029,,7139,l2,0.316,0.052
0.267,0.035,0.013,0.001,0.022,,5496,l2,0.311,0.05
0.276,0.016,0.014,0.001,0.019,,9339,l2,0.308,0.049
0.269,0.029,0.013,0.001,0.018,,8816,l2,0.308,0.051
0.284,0.015,0.016,0.003,0.017,,5048,l2,0.306,0.05
0.239,0.022,0.013,0.001,0.016,,8093,l2,0.306,0.05
0.249,0.039,0.014,0.001,0.013,,6336,l2,0.301,0.05
0.212,0.009,0.013,0.001,0.01,,9658,l2,0.292,0.05
0.213,0.019,0.014,0.001,0.008,,7010,l2,0.288,0.05
0.233,0.016,0.014,0.001,0.008,,6768,l2,0.288,0.05
0.203,0.022,0.015,0.002,0.006,,8281,l2,0.282,0.051
0.193,0.018,0.014,0.0,0.006,,7660,l2,0.282,0.051
0.221,0.01,0.013,0.001,0.006,,8932,l2,0.281,0.052
0.192,0.024,0.013,0.001,0.005,,9024,l2,0.278,0.051
0.169,0.008,0.013,0.001,0.004,,9626,l2,0.273,0.051
0.192,0.014,0.014,0.001,0.004,,6821,l2,0.272,0.05
0.171,0.014,0.013,0.001,0.003,,6450,l2,0.262,0.052
0.151,0.015,0.012,0.001,0.002,,7514,l2,0.257,0.053
0.151,0.02,0.013,0.001,0.002,,9897,l2,0.25,0.054
0.149,0.015,0.013,0.001,0.002,,6176,l2,0.245,0.052
0.162,0.009,0.014,0.001,0.002,,5128,l2,0.242,0.052
0.152,0.008,0.014,0.001,0.001,,9041,l2,0.239,0.05
0.163,0.008,0.013,0.001,0.001,,7753,l2,0.236,0.05
0.124,0.008,0.013,0.001,0.001,,8354,l2,0.227,0.05
0.132,0.008,0.013,0.002,0.001,,7092,l2,0.214,0.049
0.13,0.004,0.014,0.0,0.001,,6632,l2,0.201,0.048
0.105,0.011,0.013,0.001,0.001,,6364,l2,0.195,0.05
0.108,0.009,0.013,0.001,0.001,,6215,l2,0.194,0.05
0.109,0.013,0.012,0.001,0.001,,7623,l2,0.19,0.05
0.106,0.008,0.013,0.001,0.001,,9238,l2,0.184,0.051
0.109,0.014,0.013,0.001,0.001,,6207,l2,0.177,0.05
0.093,0.001,0.012,0.001,0.001,,5825,l2,0.173,0.05
0.101,0.006,0.013,0.001,0.001,,7834,l2,0.168,0.05
0.116,0.006,0.014,0.001,0.0,,9799,l2,0.161,0.05
0.107,0.006,0.013,0.001,0.0,,9378,l2,0.157,0.05
0.108,0.006,0.013,0.002,0.0,,8855,l2,0.145,0.048
0.109,0.007,0.014,0.0,0.0,,5463,l2,0.14,0.047
0.108,0.011,0.013,0.001,0.0,,5372,l2,0.116,0.043
0.1,0.006,0.014,0.001,0.0,,8885,l2,0.087,0.036
0.099,0.004,0.013,0.001,0.0,,5175,l2,0.084,0.034
0.087,0.006,0.013,0.001,0.0,,6093,l2,0.037,0.023
0.045,0.003,0.0,0.0,0.001,balanced,7131,l1,,
0.045,0.006,0.0,0.0,2.868,balanced,8362,l1,,
0.046,0.008,0.0,0.0,0.003,balanced,7545,elasticnet,,
0.037,0.002,0.0,0.0,0.877,,6054,elasticnet,,
0.039,0.001,0.0,0.0,0.0,balanced,8719,l1,,
0.038,0.0,0.0,0.0,0.0,,9733,l1,,
0.037,0.001,0.0,0.0,58.949,balanced,8900,elasticnet,,
0.037,0.001,0.0,0.0,15.014,,8541,elasticnet,,
0.037,0.001,0.0,0.0,0.001,balanced,7248,l1,,
0.04,0.004,0.0,0.0,0.076,,7020,elasticnet,,
0.041,0.005,0.0,0.0,7.924,,6957,elasticnet,,
0.04,0.002,0.0,0.0,0.015,balanced,9683,elasticnet,,
0.038,0.003,0.0,0.0,0.004,,5194,l1,,
0.04,0.004,0.0,0.0,0.02,balanced,5368,elasticnet,,
0.041,0.005,0.0,0.0,2.344,,5364,l1,,
0.038,0.002,0.0,0.0,2.587,,8496,elasticnet,,
0.042,0.007,0.0,0.0,0.002,,9956,elasticnet,,
0.035,0.001,0.0,0.0,0.0,balanced,6734,l1,,
0.034,0.001,0.0,0.0,2.038,,7202,l1,,
0.037,0.001,0.0,0.0,0.078,,6275,elasticnet,,
0.037,0.002,0.0,0.0,0.074,balanced,7723,l1,,
0.036,0.001,0.0,0.0,0.005,,7200,elasticnet,,
0.038,0.0,0.0,0.0,0.822,,9293,l1,,
0.036,0.002,0.0,0.0,0.039,balanced,5186,l1,,
0.034,0.001,0.0,0.0,0.026,,9305,elasticnet,,
0.038,0.001,0.0,0.0,0.297,,5228,l1,,
0.037,0.001,0.0,0.0,0.028,,5194,l1,,
0.038,0.001,0.0,0.0,50.013,balanced,7592,elasticnet,,
0.037,0.003,0.0,0.0,6.33,balanced,7356,elasticnet,,
0.037,0.002,0.0,0.0,0.0,,5610,l1,,
0.037,0.001,0.0,0.0,0.678,,5920,elasticnet,,
0.036,0.001,0.0,0.0,0.009,,7479,l1,,
0.037,0.001,0.0,0.0,0.041,balanced,5623,elasticnet,,
0.038,0.001,0.0,0.0,0.018,balanced,7484,elasticnet,,
0.036,0.001,0.0,0.0,0.003,balanced,6845,l1,,
0.039,0.002,0.0,0.0,0.0,balanced,5242,l1,,
0.037,0.001,0.0,0.0,0.0,balanced,6669,l1,,
0.042,0.011,0.0,0.0,48.227,balanced,8986,l1,,
0.038,0.001,0.0,0.0,1.646,,8889,elasticnet,,
0.036,0.004,0.0,0.0,0.03,,5756,elasticnet,,
0.034,0.002,0.0,0.0,5.114,balanced,8498,elasticnet,,
0.034,0.001,0.0,0.0,24.894,,8641,elasticnet,,
0.034,0.001,0.0,0.0,0.273,balanced,9116,l1,,
0.037,0.002,0.0,0.0,26.806,balanced,7735,elasticnet,,
0.039,0.004,0.0,0.0,0.042,balanced,9516,l1,,
0.038,0.001,0.0,0.0,0.678,,5543,elasticnet,,
0.04,0.004,0.0,0.0,25.134,,6937,elasticnet,,
0.038,0.002,0.0,0.0,0.075,balanced,6554,elasticnet,,
0.039,0.003,0.0,0.0,0.183,balanced,8156,l1,,
0.038,0.002,0.0,0.0,2.484,balanced,9339,l1,,
0.038,0.001,0.0,0.0,0.135,balanced,9302,elasticnet,,
0.036,0.002,0.0,0.0,0.0,,6592,elasticnet,,
0.038,0.001,0.0,0.0,29.159,,9758,elasticnet,,
0.038,0.002,0.0,0.0,38.402,,8114,elasticnet,,
0.038,0.001,0.0,0.0,0.0,,6318,l1,,
0.038,0.001,0.0,0.0,2.084,,7192,l1,,
0.036,0.001,0.0,0.0,1.137,,8441,l1,,
0.037,0.001,0.0,0.0,0.0,,9524,l1,,
0.034,0.001,0.0,0.0,0.001,,6846,l1,,
0.037,0.002,0.0,0.0,0.759,,5363,elasticnet,,
0.038,0.0,0.0,0.0,0.991,balanced,6110,l1,,
0.038,0.002,0.0,0.0,0.004,balanced,9525,elasticnet,,
0.038,0.002,0.0,0.0,0.0,,9191,elasticnet,,
0.037,0.003,0.0,0.0,0.0,balanced,8773,l1,,
0.042,0.005,0.0,0.0,0.003,balanced,6709,l1,,
0.034,0.001,0.0,0.0,0.017,,6136,l1,,
0.034,0.001,0.0,0.0,0.001,,5022,l1,,
0.034,0.001,0.0,0.0,0.006,,5378,l1,,
0.034,0.001,0.0,0.0,49.826,balanced,9510,elasticnet,,
0.034,0.001,0.0,0.0,83.725,balanced,5685,elasticnet,,
0.037,0.001,0.0,0.0,0.001,balanced,6963,l1,,
0.037,0.004,0.0,0.0,8.396,balanced,8838,elasticnet,,
0.037,0.001,0.0,0.0,0.001,,5590,elasticnet,,
0.038,0.001,0.0,0.0,0.009,,8993,l1,,
0.038,0.005,0.0,0.0,29.998,balanced,5102,elasticnet,,
0.036,0.002,0.0,0.0,1.157,balanced,6406,elasticnet,,
0.046,0.01,0.0,0.0,15.196,,7197,l1,,
0.044,0.009,0.0,0.0,0.037,balanced,5048,l1,,
0.039,0.002,0.0,0.0,0.149,,8374,l1,,
0.038,0.003,0.0,0.0,0.0,balanced,8536,l1,,
0.037,0.004,0.0,0.0,74.301,,5854,l1,,
0.035,0.001,0.0,0.0,0.002,balanced,9097,elasticnet,,
0.039,0.004,0.0,0.0,0.362,,6002,elasticnet,,
0.037,0.001,0.0,0.0,42.152,,7687,elasticnet,,
0.037,0.001,0.0,0.0,0.0,balanced,5348,elasticnet,,
0.036,0.002,0.0,0.0,1.922,,5489,elasticnet,,
0.038,0.005,0.0,0.0,23.621,,5128,elasticnet,,
0.039,0.002,0.0,0.0,0.0,,5747,elasticnet,,
0.039,0.001,0.0,0.0,0.329,,9060,l1,,
0.039,0.001,0.0,0.0,0.13,,8138,elasticnet,,
0.037,0.001,0.0,0.0,17.132,,8429,l1,,
0.037,0.002,0.0,0.0,0.002,balanced,7856,l1,,
0.037,0.002,0.0,0.0,0.029,balanced,6855,elasticnet,,
0.037,0.002,0.0,0.0,0.001,,5293,elasticnet,,
0.037,0.001,0.0,0.0,0.039,balanced,6109,elasticnet,,
0.037,0.001,0.0,0.0,12.323,,9390,l1,,
0.037,0.001,0.0,0.0,0.012,,9546,l1,,
0.037,0.001,0.0,0.0,0.036,,8305,elasticnet,,
0.039,0.0,0.0,0.0,0.0,balanced,5886,l1,,
0.037,0.001,0.0,0.0,10.963,,9759,elasticnet,,
0.037,0.001,0.0,0.0,1.659,balanced,8816,elasticnet,,
0.036,0.002,0.0,0.0,0.001,balanced,9167,l1,,
0.035,0.002,0.0,0.0,2.065,,5399,elasticnet,,
0.034,0.001,0.0,0.0,0.0,,6783,elasticnet,,
0.038,0.001,0.0,0.0,5.314,,6826,elasticnet,,
0.038,0.002,0.0,0.0,0.0,balanced,6571,l1,,
0.035,0.001,0.0,0.0,0.522,,6143,l1,,
0.034,0.002,0.0,0.0,0.179,,9459,l1,,
0.035,0.001,0.0,0.0,32.073,balanced,8441,l1,,
0.039,0.002,0.0,0.0,0.005,balanced,5159,elasticnet,,
0.038,0.005,0.0,0.0,1.857,,8062,elasticnet,,
0.036,0.002,0.0,0.0,3.295,balanced,9852,l1,,
0.035,0.001,0.0,0.0,0.001,balanced,9731,elasticnet,,
0.037,0.001,0.0,0.0,0.001,balanced,6746,l1,,
0.036,0.001,0.0,0.0,0.124,balanced,7272,elasticnet,,
0.037,0.003,0.0,0.0,0.045,,5274,l1,,
0.037,0.001,0.0,0.0,0.102,balanced,6525,elasticnet,,
0.036,0.002,0.0,0.0,7.654,,7665,elasticnet,,
0.037,0.001,0.0,0.0,1.776,balanced,9470,elasticnet,,
0.036,0.001,0.0,0.0,0.011,balanced,7723,l1,,
0.037,0.001,0.0,0.0,0.0,balanced,6420,l1,,
0.038,0.003,0.0,0.0,1.245,balanced,7611,l1,,
0.038,0.002,0.0,0.0,19.108,balanced,7922,elasticnet,,
0.038,0.002,0.0,0.0,0.275,balanced,6556,l1,,
0.037,0.002,0.0,0.0,76.532,,7226,elasticnet,,
0.045,0.01,0.0,0.0,0.004,balanced,8042,l1,,
0.036,0.001,0.0,0.0,0.0,balanced,9639,elasticnet,,
0.037,0.001,0.0,0.0,0.0,,9338,elasticnet,,
0.037,0.002,0.0,0.0,0.016,,8253,elasticnet,,
0.049,0.013,0.0,0.0,0.001,,8520,l1,,
0.039,0.003,0.0,0.0,0.007,balanced,7353,elasticnet,,
0.038,0.003,0.0,0.0,0.007,,7988,elasticnet,,
0.056,0.014,0.0,0.0,0.222,balanced,6199,elasticnet,,
0.038,0.005,0.0,0.0,0.019,balanced,7109,elasticnet,,
0.037,0.001,0.0,0.0,0.096,,8444,l1,,
0.037,0.001,0.0,0.0,30.381,balanced,7126,l1,,
0.039,0.006,0.0,0.0,0.001,balanced,9013,elasticnet,,
0.037,0.001,0.0,0.0,0.011,balanced,9846,elasticnet,,
0.038,0.002,0.0,0.0,0.243,,5149,l1,,
0.038,0.005,0.0,0.0,0.0,,9358,l1,,
0.038,0.001,0.0,0.0,0.001,balanced,5140,elasticnet,,
0.039,0.004,0.0,0.0,0.878,,7341,elasticnet,,
0.037,0.001,0.0,0.0,4.766,,6761,l1,,
0.038,0.003,0.0,0.0,0.0,,8378,elasticnet,,
0.035,0.002,0.0,0.0,0.0,balanced,9890,l1,,
0.035,0.001,0.0,0.0,0.351,balanced,9943,l1,,
0.034,0.001,0.0,0.0,0.0,balanced,5480,l1,,
